,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
NumTradesOpeninLast12M,-0.19070372189272328,-0.10226567473742568,-0.45880540278009274,-0.3538006987300101,0.3089479845697284,-0.0569359980803144,-0.049530277030384706,0.15289487959953305,0.03313134504096778,0.035529645737264234,0.0354521191853973,0.2826502624955172,1.0,-0.01717671643217037,-0.08741700166716965,0.2893169215712741,0.28938222135892916,0.05325337692420621,0.28607750893158845,0.25940132142311784,0.2850539506587457,0.10489421812859388,0.0039425618470676676
PercentInstallTrades,-0.16901505137888964,-0.17669128362509273,-0.025439875278785468,-0.20256943671235084,-0.12920637981372146,0.11474214417578989,0.10860720273091891,-0.1286319407851752,0.0436318992051491,-0.07558939865137387,-0.10712325554730559,-0.07783746932437352,-0.01717671643217037,1.0,-0.04060837323707242,0.0340917185579384,0.03248988451917356,0.09121708968133066,0.2927677540903731,-0.2846513684432388,0.38748321375884126,-0.12256567283670115,0.410057065871363
MSinceMostRecentInqexcl7days,0.15291195130697438,0.07270207884309354,0.05039704278418859,0.08876355814574416,0.029141095615497128,-0.059899327248920956,-0.05484992866560749,0.06883701030169681,-0.007705080724077038,0.05095975131775688,0.05882961077130209,0.01480524501482132,-0.08741700166716965,-0.04060837323707242,1.0,-0.21671844557438824,-0.2162228183892097,-0.08962934915596663,-0.03404918234622438,-0.03359907766369957,-0.03820706959719857,-0.054609738736837624,-0.08307046820392816
NumInqLast6M,-0.20663319681216216,-0.09975734669432776,-0.17480376886193025,-0.18084607713148473,0.0963771299388247,0.03817651166664378,0.04071812302224086,0.006628418634343113,0.012346572086371344,-0.020907000335581922,-0.020842365772671595,0.1094734094020741,0.2893169215712741,0.0340917185579384,-0.21671844557438824,1.0,0.9921990003482615,0.07499791410810874,0.0914050229988087,0.08865349000050399,0.12638725691533897,0.09320620496366032,0.04471610794029912
NumInqLast6Mexcl7days,-0.20558500002399277,-0.09697728454103216,-0.17648060723373193,-0.1784161965592369,0.09729976703411698,0.03830356253155155,0.04112752698541303,0.008095611580338878,0.012362855529031887,-0.021930884469315605,-0.01968753774875833,0.1118894181762304,0.28938222135892916,0.03248988451917356,-0.2162228183892097,0.9921990003482615,1.0,0.0749722039868032,0.08998954106207628,0.08895249647217619,0.12696035395345215,0.09290686775254944,0.044124887329014685
NetFractionRevolvingBurden,-0.6022007537585304,-0.1416728178440662,-0.07873211277859746,-0.18130584082001366,-0.04227152779414636,0.0835672036413691,0.05428822374809469,-0.14605638536836377,0.04963765727125922,-0.13021762892669234,-0.12493653630101739,-0.02445973902443284,0.05325337692420621,0.09121708968133066,-0.08962934915596663,0.07499791410810874,0.0749722039868032,1.0,0.14294590615683106,0.3419979431708439,0.13066568803831646,0.5913526450577875,0.5593846510949019
NetFractionInstallBurden,-0.20131437260301652,-0.10327159870146882,-0.27889945467097066,-0.23596407647789114,0.17552536099747298,0.015403366011408215,0.010287452990285283,0.033370379859561844,0.030150128209769474,-0.05278840061764611,-0.03690098703342626,0.157534360360227,0.28607750893158845,0.2927677540903731,-0.03404918234622438,0.0914050229988087,0.08998954106207628,0.14294590615683106,1.0,0.11496627881667698,0.4960817044410456,0.09261082837395782,0.22658039605077912
NumRevolvingTradesWBalance,-0.3291073031611651,0.1269006120836608,-0.18630189134857145,0.021656444057233423,0.49370949968654104,-0.05417860146049963,-0.06804587282168875,0.09137370058733355,0.012679693408955634,-0.07709323654932163,-0.016519381226475904,0.4079657441896796,0.25940132142311784,-0.2846513684432388,-0.03359907766369957,0.08865349000050399,0.08895249647217619,0.3419979431708439,0.11496627881667698,1.0,0.16033593133503438,0.6382098204575055,0.24456007995134935
NumInstallTradesWBalance,-0.21209418337262115,-0.044442845857110155,-0.2282641428110429,-0.17371214222215675,0.38596093641041335,0.029299185361207673,0.010389258481701935,0.046473759243751495,0.025590853441016165,-0.08481455422409305,-0.0641880960854525,0.3461369486068563,0.2850539506587457,0.38748321375884126,-0.03820706959719857,0.12638725691533897,0.12696035395345215,0.13066568803831646,0.4960817044410456,0.16033593133503438,1.0,0.1319929906001128,0.2542900076473442
NumBank2NatlTradesWHighUtilization,-0.4342229711714922,0.01418903097556264,-0.10032173327918084,-0.03817852912020703,0.26022301595137803,-0.03450038433340817,-0.04780244854754517,0.02258412734697234,0.005885620655793595,-0.05145004213172197,-0.011297365524360833,0.21871762177304332,0.10489421812859388,-0.12256567283670115,-0.054609738736837624,0.09320620496366032,0.09290686775254944,0.5913526450577875,0.09261082837395782,0.6382098204575055,0.1319929906001128,1.0,0.2705966543133922
PercentTradesWBalance,-0.4490064283084282,-0.20451168173263973,-0.013907933033126617,-0.20629372390818795,-0.22269840423538928,0.11012755795949777,0.09361901771695388,-0.17486795306442046,0.03498120940842518,-0.11087886321563356,-0.11982252271882218,-0.17188123214161952,0.0039425618470676676,0.410057065871363,-0.08307046820392816,0.04471610794029912,0.044124887329014685,0.5593846510949019,0.22658039605077912,0.24456007995134935,0.2542900076473442,0.2705966543133922,1.0
