ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,MSinceMostRecentDelq_never,MSinceMostRecentInqexcl7days_never,MSinceOldestTradeOpen_no_trades,MSinceMostRecentDelq_no_trades,MSinceMostRecentInqexcl7days_no_trades,NetFractionRevolvingBurden_no_trades,NetFractionInstallBurden_no_trades,NumRevolvingTradesWBalance_no_trades,NumInstallTradesWBalance_no_trades,NumBank2NatlTradesWHighUtilization_no_trades,PercentTradesWBalance_no_trades,RiskPerformance
77,118.0,5,58,36,0,0,97,56.0,6,6,38,2,11,5.0,0,0,6.0,42.0,1.0,2.0,0.0,27.0,0,0,0,0,0,0,0,0,0,0,0,Good
60,180.0,2,61,12,8,6,67,30.0,6,2,18,3,44,,0,0,46.0,97.0,4.0,1.0,2.0,86.0,0,1,0,0,0,0,0,0,0,0,0,Bad
69,98.0,1,37,8,0,0,100,,7,8,12,5,42,0.0,2,2,51.0,91.0,3.0,2.0,1.0,71.0,1,0,0,0,0,0,0,0,0,0,0,Good
69,70.0,3,47,23,0,0,100,,7,8,24,2,9,,3,3,41.0,,13.0,1.0,2.0,79.0,1,1,0,0,0,0,1,0,0,0,0,Bad
70,411.0,3,95,70,0,0,99,65.0,6,6,72,5,12,2.0,1,1,23.0,64.0,8.0,2.0,2.0,37.0,0,0,0,0,0,0,0,0,0,0,0,Good
66,93.0,7,33,23,0,0,100,,7,8,24,3,33,0.0,2,2,58.0,97.0,8.0,2.0,4.0,63.0,1,0,0,0,0,0,0,0,0,0,0,Bad
92,343.0,14,154,18,0,0,100,,7,8,18,0,28,,0,0,3.0,,3.0,,0.0,38.0,1,0,0,0,1,0,1,0,1,0,0,Good
60,303.0,2,116,44,0,0,87,5.0,6,6,45,1,27,,0,0,35.0,70.0,6.0,5.0,1.0,50.0,0,0,0,0,1,0,0,0,0,0,0,Good
70,222.0,5,85,20,0,0,100,,7,8,21,1,25,4.0,1,1,55.0,,7.0,2.0,4.0,71.0,1,0,0,0,0,0,1,0,0,0,0,Good
76,242.0,5,104,16,1,0,94,55.0,6,5,24,1,18,,1,1,54.0,13.0,4.0,3.0,1.0,78.0,0,1,0,0,0,0,0,0,0,0,0,Good
70,142.0,6,70,37,2,1,88,44.0,6,3,43,1,47,2.0,1,1,40.0,79.0,2.0,3.0,1.0,71.0,0,0,0,0,0,0,0,0,0,0,0,Bad
86,280.0,17,99,20,0,0,100,,7,8,21,0,81,8.0,0,0,21.0,58.0,1.0,3.0,0.0,67.0,1,0,0,0,0,0,0,0,0,0,0,Good
85,309.0,3,93,44,0,0,100,,7,8,47,2,38,3.0,5,5,10.0,4.0,5.0,3.0,0.0,57.0,1,0,0,0,0,0,0,0,0,0,0,Good
74,150.0,3,88,21,1,1,88,7.0,4,2,24,1,25,,1,1,1.0,,3.0,,0.0,43.0,0,1,0,0,0,0,1,0,1,0,0,Bad
64,242.0,18,124,16,2,0,47,2.0,4,5,19,0,74,0.0,4,4,27.0,,2.0,3.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,Bad
69,180.0,2,99,27,0,0,100,,7,8,19,1,20,2.0,3,3,81.0,,5.0,1.0,3.0,78.0,1,0,0,0,0,0,1,0,0,0,0,Good
73,348.0,8,102,12,0,0,83,4.0,4,6,12,1,33,0.0,0,0,28.0,,4.0,2.0,0.0,75.0,0,0,0,0,0,0,1,0,0,0,0,Good
62,42.0,4,17,12,0,0,100,,7,8,16,4,6,0.0,2,2,57.0,,8.0,1.0,3.0,75.0,1,0,0,0,0,0,1,0,0,0,0,Bad
79,141.0,16,111,21,0,0,100,,7,8,14,0,33,0.0,2,2,14.0,79.0,4.0,2.0,1.0,78.0,1,0,0,0,0,0,0,0,0,0,0,Good
62,81.0,5,40,17,0,0,89,15.0,6,6,18,1,33,0.0,2,2,79.0,63.0,5.0,2.0,2.0,88.0,0,0,0,0,0,0,0,0,0,0,0,Bad
89,342.0,25,110,8,0,0,100,,7,8,8,0,63,,0,0,0.0,,0.0,,,0.0,1,0,0,0,1,0,1,0,1,1,0,Good
84,305.0,5,86,45,0,0,100,,7,8,46,2,35,0.0,3,3,22.0,84.0,4.0,3.0,0.0,47.0,1,0,0,0,0,0,0,0,0,0,0,Bad
84,307.0,0,86,18,0,0,95,75.0,6,6,19,4,21,,1,0,7.0,5.0,4.0,2.0,0.0,43.0,0,1,0,0,0,0,0,0,0,0,0,Bad
76,54.0,2,28,9,0,0,100,,7,8,10,4,20,1.0,4,4,2.0,,2.0,1.0,0.0,60.0,1,0,0,0,0,0,1,0,0,0,0,Good
78,192.0,4,104,16,1,1,94,78.0,6,2,17,1,6,0.0,3,3,7.0,,2.0,1.0,0.0,33.0,0,0,0,0,0,0,1,0,0,0,0,Good
77,242.0,2,86,14,0,0,93,17.0,6,6,15,1,33,,1,1,26.0,,3.0,2.0,0.0,83.0,0,1,0,0,0,0,1,0,0,0,0,Good
73,152.0,12,46,20,0,0,100,,7,8,21,0,40,,0,0,36.0,91.0,5.0,3.0,0.0,82.0,1,1,0,0,0,0,0,0,0,0,0,Bad
85,192.0,7,111,22,0,0,100,,7,8,22,2,23,0.0,1,1,14.0,,3.0,1.0,0.0,67.0,1,0,0,0,0,0,1,0,0,0,0,Good
71,75.0,2,29,14,0,0,100,,7,8,16,3,25,0.0,1,1,48.0,91.0,3.0,2.0,1.0,100.0,1,0,0,0,0,0,0,0,0,0,0,Good
60,267.0,4,115,37,0,0,97,3.0,4,6,42,3,38,4.0,2,2,33.0,65.0,5.0,5.0,1.0,73.0,0,0,0,0,0,0,0,0,0,0,0,Good
63,33.0,4,15,11,0,0,82,0.0,4,6,11,6,9,5.0,0,0,13.0,,4.0,1.0,0.0,50.0,0,0,0,0,0,0,1,0,0,0,0,Bad
71,59.0,4,33,17,0,0,100,,7,8,18,2,41,4.0,2,2,63.0,31.0,3.0,2.0,2.0,56.0,1,0,0,0,0,0,0,0,0,0,0,Good
55,162.0,19,73,26,2,2,91,3.0,4,2,33,0,55,16.0,0,0,79.0,87.0,1.0,9.0,1.0,91.0,0,0,0,0,0,0,0,0,0,0,0,Bad
66,286.0,8,122,40,0,0,89,38.0,6,6,44,1,57,0.0,0,0,100.0,32.0,2.0,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Good
67,278.0,22,87,4,0,0,33,1.0,4,6,6,0,33,0.0,1,0,34.0,17.0,2.0,2.0,0.0,67.0,0,0,0,0,0,0,0,0,0,0,0,Bad
72,260.0,15,142,22,0,0,100,,7,8,23,0,30,0.0,3,3,90.0,67.0,4.0,1.0,3.0,83.0,1,0,0,0,0,0,0,0,0,0,0,Bad
80,220.0,28,79,25,0,0,100,,7,8,29,0,41,16.0,0,0,51.0,49.0,4.0,5.0,1.0,69.0,1,0,0,0,0,0,0,0,0,0,0,Good
84,140.0,10,60,23,0,0,100,,7,8,23,1,26,0.0,0,0,4.0,88.0,3.0,2.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,Good
77,165.0,12,75,20,0,0,95,,6,6,20,0,20,0.0,0,0,41.0,44.0,4.0,2.0,1.0,43.0,0,0,0,1,0,0,0,0,0,0,0,Good
69,156.0,10,84,19,1,1,86,36.0,6,3,22,2,73,0.0,6,6,,75.0,,2.0,,100.0,0,0,0,0,0,1,0,1,0,1,0,Bad
65,59.0,3,27,15,0,0,100,,7,8,17,5,41,0.0,0,0,75.0,99.0,5.0,2.0,2.0,78.0,1,0,0,0,0,0,0,0,0,0,0,Bad
77,160.0,1,67,23,0,0,100,,7,8,33,4,17,,4,4,22.0,,5.0,1.0,0.0,55.0,1,1,0,0,0,0,1,0,0,0,0,Bad
69,198.0,3,111,21,1,1,100,,0,8,23,3,26,,1,1,5.0,,2.0,2.0,0.0,57.0,1,1,0,0,0,0,1,0,0,0,0,Bad
71,,4,10,4,0,0,100,,7,8,4,2,25,2.0,6,6,17.0,87.0,3.0,1.0,0.0,100.0,1,0,1,0,0,0,0,0,0,0,0,Bad
77,165.0,3,71,30,0,0,100,,7,8,31,4,29,3.0,2,2,16.0,,3.0,2.0,1.0,38.0,1,0,0,0,0,0,1,0,0,0,0,Good
78,150.0,6,63,37,0,0,100,,7,8,40,1,18,0.0,0,0,3.0,63.0,2.0,2.0,0.0,50.0,1,0,0,0,0,0,0,0,0,0,0,Good
64,25.0,1,9,5,1,1,100,,7,8,7,4,17,0.0,1,1,8.0,,2.0,1.0,0.0,75.0,1,0,0,0,0,0,1,0,0,0,0,Bad
63,349.0,4,111,34,0,0,97,16.0,6,6,35,1,6,19.0,0,0,83.0,,18.0,1.0,12.0,91.0,0,0,0,0,0,0,1,0,0,0,0,Bad
64,,10,43,14,0,0,93,38.0,6,6,0,2,53,0.0,2,2,81.0,92.0,4.0,2.0,1.0,86.0,0,0,1,0,0,0,0,0,0,0,0,Bad
65,258.0,3,98,21,7,2,70,11.0,4,4,55,4,33,7.0,0,0,2.0,75.0,2.0,4.0,0.0,46.0,0,0,0,0,0,0,0,0,0,0,0,Good
86,257.0,14,126,25,0,0,100,,7,8,25,0,8,0.0,0,0,18.0,,5.0,1.0,0.0,40.0,1,0,0,0,0,0,1,0,0,0,0,Good
66,193.0,6,43,40,0,0,98,71.0,6,6,40,3,25,1.0,1,1,19.0,,12.0,2.0,1.0,64.0,0,0,0,0,0,0,1,0,0,0,0,Bad
69,256.0,4,69,57,1,1,95,31.0,6,3,63,4,44,0.0,5,5,58.0,82.0,14.0,9.0,5.0,77.0,0,0,0,0,0,0,0,0,0,0,0,Good
78,207.0,18,77,9,0,0,100,,7,8,9,0,44,6.0,0,0,21.0,,2.0,1.0,1.0,75.0,1,0,0,0,0,0,1,0,0,0,0,Good
84,126.0,7,66,49,0,0,100,,7,8,49,1,57,0.0,0,0,0.0,82.0,1.0,4.0,0.0,56.0,1,0,0,0,0,0,0,0,0,0,0,Good
70,214.0,1,74,41,0,0,98,41.0,6,6,42,3,21,1.0,1,1,69.0,,15.0,3.0,3.0,95.0,0,0,0,0,0,0,1,0,0,0,0,Bad
66,40.0,4,20,11,0,0,100,,7,8,12,3,27,,4,4,69.0,94.0,3.0,2.0,1.0,83.0,1,1,0,0,0,0,0,0,0,0,0,Bad
55,203.0,7,81,19,2,1,86,3.0,3,5,21,2,33,,3,3,56.0,87.0,3.0,2.0,1.0,83.0,0,1,0,0,0,0,0,0,0,0,0,Good
88,360.0,3,115,26,0,0,100,,7,8,28,1,39,1.0,2,2,4.0,,4.0,1.0,0.0,45.0,1,0,0,0,0,0,1,0,0,0,0,Good
67,91.0,3,45,23,1,1,88,41.0,5,3,24,4,75,0.0,2,2,20.0,62.0,2.0,4.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Good
77,327.0,2,80,39,0,0,100,,7,8,65,5,27,,1,1,5.0,91.0,5.0,5.0,2.0,42.0,1,1,0,0,0,0,0,0,0,0,0,Good
81,118.0,33,84,9,0,0,89,54.0,6,6,9,0,56,0.0,1,0,13.0,,1.0,,0.0,100.0,0,0,0,0,0,0,1,0,1,0,0,Bad
75,198.0,4,114,26,2,0,93,42.0,6,5,28,5,46,0.0,1,1,18.0,15.0,7.0,3.0,0.0,77.0,0,0,0,0,0,0,0,0,0,0,0,Bad
86,182.0,28,80,44,0,0,100,,7,8,44,0,77,0.0,1,1,5.0,75.0,1.0,14.0,0.0,94.0,1,0,0,0,0,0,0,0,0,0,0,Good
57,160.0,1,70,6,3,2,45,13.0,6,3,11,1,73,0.0,2,2,64.0,52.0,1.0,4.0,1.0,71.0,0,0,0,0,0,0,0,0,0,0,0,Bad
66,162.0,12,76,35,1,0,93,12.0,6,5,43,0,74,0.0,6,5,55.0,73.0,5.0,2.0,3.0,70.0,0,0,0,0,0,0,0,0,0,0,0,Good
85,245.0,4,120,20,0,0,100,,7,8,21,1,24,0.0,1,1,14.0,,2.0,1.0,1.0,30.0,1,0,0,0,0,0,1,0,0,0,0,Good
55,80.0,20,43,3,2,2,50,38.0,6,2,5,0,100,0.0,0,0,,68.0,,2.0,,100.0,0,0,0,0,0,1,0,1,0,1,0,Bad
81,170.0,1,67,21,0,0,100,,7,8,24,4,25,3.0,1,1,12.0,98.0,3.0,2.0,0.0,63.0,1,0,0,0,0,0,0,0,0,0,0,Good
87,216.0,8,87,16,0,0,100,,7,8,16,1,19,2.0,1,1,2.0,,1.0,,0.0,25.0,1,0,0,0,0,0,1,0,1,0,0,Good
74,178.0,3,54,24,0,0,100,,7,8,25,6,28,2.0,1,1,21.0,,3.0,1.0,1.0,44.0,1,0,0,0,0,0,1,0,0,0,0,Good
58,311.0,14,67,21,2,2,74,15.0,6,4,30,0,10,0.0,0,0,79.0,36.0,7.0,2.0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Bad
73,164.0,17,87,20,1,0,91,23.0,6,5,22,0,50,,2,2,35.0,,2.0,1.0,0.0,43.0,0,1,0,0,0,0,1,0,0,0,0,Good
83,287.0,6,77,24,0,0,96,47.0,6,6,24,2,21,0.0,1,1,2.0,73.0,2.0,2.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,Good
60,104.0,26,45,3,2,1,50,3.0,4,2,8,0,50,0.0,2,2,29.0,39.0,1.0,2.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Bad
81,187.0,4,90,22,0,0,100,,7,8,22,2,32,,0,0,29.0,81.0,4.0,2.0,0.0,60.0,1,0,0,0,1,0,0,0,0,0,0,Good
56,,37,90,11,7,5,55,4.0,0,2,20,0,65,9.0,0,0,,12.0,1.0,1.0,0.0,100.0,0,0,1,0,0,1,0,0,0,0,0,Bad
61,271.0,9,86,26,0,0,89,3.0,4,6,27,1,56,0.0,1,1,57.0,67.0,6.0,5.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0,0,Bad
84,172.0,8,83,20,0,0,100,,7,8,22,1,14,0.0,1,1,6.0,,3.0,1.0,0.0,67.0,1,0,0,0,0,0,1,0,0,0,0,Good
90,205.0,45,104,11,0,0,100,,7,8,11,0,18,0.0,0,0,0.0,,1.0,,0.0,25.0,1,0,0,0,0,0,1,0,1,0,0,Good
61,189.0,5,101,18,0,0,83,6.0,4,6,18,1,39,0.0,4,4,60.0,,4.0,1.0,1.0,71.0,0,0,0,0,0,0,1,0,0,0,0,Bad
72,198.0,10,50,10,1,1,91,64.0,6,2,11,1,18,2.0,3,3,47.0,,3.0,1.0,0.0,100.0,0,0,0,0,0,0,1,0,0,0,0,Good
79,169.0,6,70,44,0,0,100,,6,8,44,4,23,0.0,0,0,9.0,93.0,3.0,2.0,0.0,42.0,1,0,0,0,0,0,0,0,0,0,0,Good
67,103.0,1,39,23,1,0,96,1.0,3,5,26,5,32,4.0,2,2,7.0,64.0,3.0,3.0,0.0,43.0,0,0,0,0,0,0,0,0,0,0,0,Good
65,96.0,20,88,16,1,1,82,5.0,0,2,8,0,29,,0,0,50.0,12.0,4.0,2.0,1.0,64.0,0,1,0,0,0,0,0,0,0,0,0,Bad
68,221.0,7,89,19,4,0,83,53.0,6,5,23,1,39,0.0,0,0,70.0,100.0,2.0,2.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0,0,Bad
61,328.0,3,98,15,1,1,94,33.0,0,6,16,2,31,14.0,0,0,48.0,43.0,2.0,2.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,Bad
75,105.0,2,53,22,0,0,100,,7,8,25,5,56,0.0,1,1,31.0,21.0,5.0,3.0,1.0,80.0,1,0,0,0,0,0,0,0,0,0,0,Good
81,358.0,88,184,15,0,0,100,,7,8,16,0,19,12.0,0,0,88.0,,3.0,1.0,1.0,67.0,1,0,0,0,0,0,1,0,0,0,0,Bad
60,208.0,4,75,40,1,1,87,14.0,6,3,45,4,60,0.0,5,5,91.0,87.0,8.0,5.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Bad
88,374.0,5,104,41,0,0,100,,7,8,44,1,43,0.0,0,0,4.0,,7.0,4.0,0.0,92.0,1,0,0,0,0,0,1,0,0,0,0,Good
68,128.0,8,65,17,0,0,100,,7,8,17,2,65,0.0,6,6,81.0,50.0,2.0,5.0,2.0,88.0,1,0,0,0,0,0,0,0,0,0,0,Bad
73,221.0,13,72,12,0,0,92,37.0,6,6,12,0,25,,0,0,94.0,18.0,2.0,2.0,2.0,67.0,0,1,0,0,0,0,0,0,0,0,0,Bad
82,257.0,3,108,45,0,0,100,,7,8,46,3,28,,1,1,3.0,100.0,2.0,3.0,0.0,46.0,1,1,0,0,0,0,0,0,0,0,0,Good
83,255.0,7,105,11,0,0,91,52.0,6,6,11,1,45,6.0,0,0,7.0,33.0,2.0,3.0,0.0,83.0,0,0,0,0,0,0,0,0,0,0,0,Good
55,132.0,8,47,24,0,0,75,0.0,4,6,24,1,58,0.0,0,0,76.0,89.0,2.0,4.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Bad
79,236.0,6,77,37,0,0,95,33.0,6,6,37,1,49,0.0,0,0,7.0,79.0,4.0,4.0,0.0,73.0,0,0,0,0,0,0,0,0,0,0,0,Good
75,230.0,2,95,19,0,0,100,,7,8,21,3,33,0.0,2,2,47.0,,6.0,1.0,1.0,70.0,1,0,0,0,0,0,1,0,0,0,0,Good
84,184.0,32,97,25,0,0,96,45.0,6,6,25,0,32,,0,0,0.0,,0.0,1.0,,33.0,0,1,0,0,0,0,1,0,0,1,0,Bad
82,159.0,3,60,30,0,0,100,,7,8,30,4,30,6.0,0,0,7.0,35.0,4.0,3.0,0.0,78.0,1,0,0,0,0,0,0,0,0,0,0,Good
86,498.0,4,95,16,0,0,100,,7,8,16,1,44,,0,0,14.0,28.0,3.0,2.0,0.0,63.0,1,1,0,0,0,0,0,0,0,0,0,Bad
70,183.0,3,69,20,1,0,79,0.0,3,5,24,2,42,3.0,1,1,16.0,80.0,5.0,3.0,0.0,80.0,0,0,0,0,0,0,0,0,0,0,0,Bad
60,55.0,2,30,20,0,0,100,,7,8,21,7,24,1.0,5,5,64.0,91.0,7.0,4.0,3.0,80.0,1,0,0,0,0,0,0,0,0,0,0,Bad
77,85.0,7,42,13,0,0,92,59.0,6,6,13,4,15,1.0,3,3,8.0,98.0,4.0,2.0,0.0,67.0,0,0,0,0,0,0,0,0,0,0,0,Good
77,176.0,23,87,13,0,0,100,,7,8,13,0,31,0.0,1,1,51.0,,3.0,1.0,2.0,57.0,1,0,0,0,0,0,1,0,0,0,0,Good
73,107.0,10,70,20,0,0,95,,6,6,21,1,86,0.0,4,4,81.0,93.0,2.0,3.0,2.0,83.0,0,0,0,1,0,0,0,0,0,0,0,Bad
59,249.0,27,119,4,5,4,30,15.0,5,2,10,0,40,,0,0,58.0,,1.0,1.0,0.0,100.0,0,0,0,0,1,0,1,0,0,0,0,Bad
81,220.0,3,86,44,0,0,100,,7,8,46,3,11,0.0,2,2,0.0,,1.0,1.0,0.0,14.0,1,0,0,0,0,0,1,0,0,0,0,Good
60,159.0,6,69,15,0,0,73,2.0,4,6,22,1,33,13.0,0,0,62.0,42.0,4.0,3.0,2.0,88.0,0,0,0,0,0,0,0,0,0,0,0,Bad
54,151.0,5,63,9,1,0,55,2.0,4,5,11,2,45,0.0,0,0,104.0,27.0,3.0,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,Bad
69,124.0,5,51,29,0,0,100,,7,8,29,4,21,,1,1,51.0,76.0,7.0,3.0,1.0,77.0,1,1,0,0,0,0,0,0,0,0,0,Bad
55,18.0,1,8,4,0,0,100,,7,8,5,4,40,0.0,4,4,93.0,89.0,3.0,2.0,,100.0,1,0,0,0,0,0,0,0,0,1,0,Bad
69,29.0,3,10,14,0,0,100,,7,8,14,10,14,16.0,0,0,21.0,91.0,8.0,1.0,0.0,77.0,1,0,0,0,0,0,0,0,0,0,0,Bad
58,421.0,1,142,24,0,0,96,12.0,6,6,25,1,20,0.0,3,3,78.0,101.0,9.0,4.0,7.0,87.0,0,0,0,0,0,0,0,0,0,0,0,Good
71,224.0,18,92,18,0,0,79,42.0,6,6,20,0,25,7.0,0,0,61.0,91.0,4.0,1.0,4.0,50.0,0,0,0,0,0,0,0,0,0,0,0,Good
65,300.0,14,112,8,3,2,64,21.0,6,2,11,0,45,,0,0,12.0,76.0,2.0,2.0,0.0,57.0,0,0,0,0,1,0,0,0,0,0,0,Good
81,150.0,4,58,29,0,0,100,,7,8,29,4,34,0.0,1,1,3.0,96.0,2.0,2.0,0.0,36.0,1,0,0,0,0,0,0,0,0,0,0,Good
