,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
MaxDelqEver,0.5003000856478805,-0.0031623473555486836,0.011131900674272291,-0.035069613344732284,0.03865805801334905,-0.5877015318600036,-0.5030182054696226,0.6392098674256851,0.009241032713572475,0.6109960192214836,0.9999999999999999,-0.024381153841882816,0.0354521191853973,-0.10712325554730559,0.07170211996392761,-0.020842365772671595,-0.01968753774875833,-0.13164790944044558,0.010035945817692408,-0.01958539762504271,-0.057691955495203756,-0.024120655186299276,-0.1217280631063957
NumTotalTrades,-0.03857765497804165,0.269729270780335,-0.22470410292684517,0.09036655481569104,0.8452383683393269,-0.02470536801396665,-0.03989284631798936,0.16626177525212982,-0.006587839311697506,-0.04507921854306274,-0.024381153841882816,0.9999999999999998,0.2826502624955172,-0.07783746932437352,-0.0003982534347164437,0.1094734094020741,0.1118894181762304,-0.052069453332523996,-0.0077174828720296944,0.39302459066603773,0.3204428434969836,0.1940055164825983,-0.1770139444214654
NumTradesOpeninLast12M,-0.19070372189272328,-0.10965552438789006,-0.45880540278009274,-0.3538006987300101,0.3089479845697284,-0.0569359980803144,-0.049530277030384706,0.15289487959953305,0.07969237858964368,0.035529645737264234,0.0354521191853973,0.2826502624955172,1.0,-0.01717671643217037,-0.12288820644258543,0.2893169215712741,0.28938222135892916,0.03887640689581623,0.23008248391118027,0.24990659840517343,0.26162164594193515,0.08967285604896302,0.0010300999006116777
PercentInstallTrades,-0.16901505137888964,-0.19392453382505426,-0.025439875278785468,-0.20256943671235084,-0.12920637981372146,0.11474214417578989,0.10860720273091891,-0.1286319407851752,-0.018124437392554753,-0.07558939865137387,-0.10712325554730559,-0.07783746932437352,-0.01717671643217037,0.9999999999999999,-0.05037544720502214,0.0340917185579384,0.03248988451917356,0.15228218456539017,0.09661396861253656,-0.25421676747783356,0.32633844071348556,-0.08023571571185123,0.4151225558120505
MSinceMostRecentInqexcl7days,0.1990996396506392,0.09166802181479383,0.09366062994261162,0.12943500912301942,0.014083157301168516,-0.07048955552258424,-0.06378592411022083,0.08103730067872009,0.043764328475120726,0.065009040967612,0.07170211996392761,-0.0003982534347164437,-0.12288820644258543,-0.05037544720502214,1.0,-0.270298584626533,-0.2698231408456373,-0.11341742801846735,-0.06535797416635507,-0.054716951399243,-0.05677615996269493,-0.08163972655627685,-0.09121156670747847
NumInqLast6M,-0.20663319681216216,-0.10634498586667618,-0.17480376886193025,-0.18084607713148473,0.0963771299388247,0.03817651166664378,0.04071812302224086,0.006628418634343113,0.0005489721819101779,-0.020907000335581922,-0.020842365772671595,0.1094734094020741,0.2893169215712741,0.0340917185579384,-0.270298584626533,1.0,0.9921990003482615,0.07591284816277678,0.08783804438066545,0.08994093947068016,0.13460801912116677,0.09660631024331527,0.045687558639245146
NumInqLast6Mexcl7days,-0.20558500002399277,-0.1031826569646011,-0.17648060723373193,-0.1784161965592369,0.09729976703411698,0.03830356253155155,0.04112752698541303,0.008095611580338878,0.001392928398498125,-0.021930884469315605,-0.01968753774875833,0.1118894181762304,0.28938222135892916,0.03248988451917356,-0.2698231408456373,0.9921990003482615,1.0,0.07567764154499414,0.08710421972008683,0.09022195262900001,0.13586579917723993,0.09542701735127912,0.04505629012889511
NetFractionRevolvingBurden,-0.6263517603882558,-0.17916182227349436,-0.060421712828219114,-0.19949224112213054,-0.07560997721168394,0.09158819856015266,0.06418256676350703,-0.17500720210507706,-0.06472820352764197,-0.1333386166936877,-0.13164790944044558,-0.052069453332523996,0.03887640689581623,0.15228218456539017,-0.11341742801846735,0.07591284816277678,0.07567764154499414,1.0,0.06061752243441063,0.32301367409135173,0.10376384086759041,0.6053537189944086,0.6065490542096161
NetFractionInstallBurden,-0.07692365248999977,-0.10625731092689741,-0.2734853320502869,-0.18108958001887124,-0.01807115624826367,-0.006622271464389713,0.0020859499613563324,0.03749251252499863,0.062123055638021014,0.019422853009577946,0.010035945817692408,-0.0077174828720296944,0.23008248391118027,0.09661396861253656,-0.06535797416635507,0.08783804438066545,0.08710421972008683,0.06061752243441063,0.9999999999999997,-0.0037691978067444926,0.05515450116555316,0.0265024660358697,0.06586629556939855
NumRevolvingTradesWBalance,-0.3469841268216656,0.11290015646708132,-0.17420367018952782,0.008832296951599858,0.4786246339524989,-0.049339912559595564,-0.06166363139561997,0.07754896488928749,-0.05247627336366988,-0.07786498250193111,-0.01958539762504271,0.39302459066603773,0.24990659840517343,-0.25421676747783356,-0.054716951399243,0.08994093947068016,0.09022195262900001,0.32301367409135173,-0.0037691978067444926,0.9999999999999998,0.13227123939896654,0.6277308458835483,0.27809806232114176
NumInstallTradesWBalance,-0.18313587159665834,-0.025883258451245506,-0.18939993317177117,-0.11863238335363072,0.3541994331641122,0.02960821483530701,0.014415984676230849,0.048981961522421735,-0.046942474224352174,-0.07986377376314988,-0.057691955495203756,0.3204428434969836,0.26162164594193515,0.32633844071348556,-0.05677615996269493,0.13460801912116677,0.13586579917723993,0.10376384086759041,0.05515450116555316,0.13227123939896654,0.9999999999999998,0.1119082315404162,0.2129266569508254
NumBank2NatlTradesWHighUtilization,-0.4658868427090436,-0.006479261115543138,-0.08708524312952728,-0.05212289798009714,0.23118001630553725,-0.02102721823255376,-0.03385343583446468,-0.005604465616818116,-0.0531880670000375,-0.05740082360209163,-0.024120655186299276,0.1940055164825983,0.08967285604896302,-0.08023571571185123,-0.08163972655627685,0.09660631024331527,0.09542701735127912,0.6053537189944086,0.0265024660358697,0.6277308458835483,0.1119082315404162,1.0,0.3125808963940808
PercentTradesWBalance,-0.45532607253408475,-0.21782543141930605,-0.006613493284454082,-0.2088988792256484,-0.22923297622415806,0.11262452464879924,0.09658471015406755,-0.18177367118456478,-0.058133134736880296,-0.1153410818708018,-0.1217280631063957,-0.1770139444214654,0.0010300999006116777,0.4151225558120505,-0.09121156670747847,0.045687558639245146,0.04505629012889511,0.6065490542096161,0.06586629556939855,0.27809806232114176,0.2129266569508254,0.3125808963940808,1.0
