,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
NumTradesOpeninLast12M,-0.19070372189272336,-0.10965552438789006,-0.45880540278009285,-0.35380069873001013,0.30894798456972866,-0.05693599808031428,-0.04953027703038482,0.15289487959953302,0.07969237858964366,0.03552964573726417,0.035452119185397285,0.2826502624955172,1.0,-0.017176716432170374,-0.12288820644258569,0.28931692157127403,0.2893822213589301,0.03887640689581625,0.23008248391118025,0.2499065984051733,0.26162164594193454,0.0896728560489632,0.0010300999006116732
PercentInstallTrades,-0.1690150513788896,-0.19392453382505426,-0.025439875278785492,-0.20256943671235086,-0.12920637981372143,0.11474214417578986,0.10860720273091895,-0.1286319407851751,-0.018124437392554753,-0.07558939865137392,-0.1071232555473056,-0.07783746932437356,-0.017176716432170374,0.9999999999999967,-0.05037544720502208,0.03409171855793841,0.032489884519173555,0.15228218456539008,0.09661396861253656,-0.25421676747783345,0.32633844071348567,-0.08023571571185123,0.41512255581205065
MSinceMostRecentInqexcl7days,0.19909963965063918,0.09166802181479382,0.09366062994261176,0.12943500912301942,0.014083157301168502,-0.07048955552258401,-0.06378592411022059,0.08103730067872005,0.04376432847512071,0.06500904096761183,0.07170211996392746,-0.0003982534347164552,-0.12288820644258569,-0.05037544720502208,0.9999999999999962,-0.27029858462653295,-0.26982314084563713,-0.11341742801846734,-0.06535797416635505,-0.05471695139924317,-0.056776159962694944,-0.08163972655627676,-0.0912115667074784
NumInqLast6M,-0.2066331968121616,-0.10634498586667615,-0.17480376886193025,-0.18084607713148473,0.0963771299388247,0.038176511666643896,0.04071812302224075,0.006628418634343152,0.0005489721819101875,-0.02090700033558195,-0.020842365772671692,0.10947340940207409,0.28931692157127403,0.03409171855793841,-0.27029858462653295,1.0,0.992199000348264,0.07591284816277685,0.08783804438066543,0.08994093947068024,0.1346080191211668,0.09660631024331547,0.045687558639245174
NumInqLast6Mexcl7days,-0.20558500002399288,-0.10318265696460106,-0.17648060723373182,-0.17841619655923685,0.09729976703411701,0.03830356253155147,0.041127526985412985,0.008095611580338911,0.001392928398498139,-0.02193088446931562,-0.019687537748758317,0.11188941817623041,0.2893822213589301,0.032489884519173555,-0.26982314084563713,0.992199000348264,1.0,0.07567764154499416,0.08710421972008682,0.09022195262899992,0.13586579917724004,0.09542701735127912,0.04505629012889511
NetFractionRevolvingBurden,-0.6263517603882557,-0.17916182227349436,-0.060421712828219114,-0.19949224112213065,-0.07560997721168394,0.0915881985601526,0.06418256676350702,-0.1750072021050771,-0.06472820352764197,-0.13333861669368763,-0.1316479094404457,-0.052069453332524,0.03887640689581625,0.15228218456539008,-0.11341742801846734,0.07591284816277685,0.07567764154499416,0.9999999999999989,0.060617522434410626,0.3230136740913518,0.10376384086759041,0.6053537189944084,0.606549054209616
NetFractionInstallBurden,-0.07692365248999974,-0.10625731092689744,-0.27348533205028697,-0.18108958001887132,-0.018071156248263668,-0.006622271464389709,0.0020859499613563397,0.037492512524998634,0.062123055638021014,0.01942285300957799,0.010035945817692432,-0.0077174828720296944,0.23008248391118025,0.09661396861253656,-0.06535797416635505,0.08783804438066543,0.08710421972008682,0.060617522434410626,1.0,-0.0037691978067444973,0.05515450116555315,0.026502466035869712,0.06586629556939855
NumRevolvingTradesWBalance,-0.34698412682166574,0.11290015646708129,-0.17420367018952782,0.008832296951599825,0.4786246339524982,-0.04933991255959581,-0.06166363139561993,0.07754896488928736,-0.052476273363669904,-0.07786498250193108,-0.019585397625042668,0.3930245906660375,0.2499065984051733,-0.25421676747783345,-0.05471695139924317,0.08994093947068024,0.09022195262899992,0.3230136740913518,-0.0037691978067444973,0.9999999999999983,0.1322712393989666,0.6277308458835482,0.2780980623211418
NumInstallTradesWBalance,-0.18313587159665834,-0.025883258451245488,-0.18939993317177117,-0.11863238335363067,0.3541994331641121,0.029608214835307057,0.014415984676230897,0.048981961522422075,-0.04694247422435216,-0.07986377376314999,-0.05769195549520371,0.3204428434969843,0.26162164594193454,0.32633844071348567,-0.056776159962694944,0.1346080191211668,0.13586579917724004,0.10376384086759041,0.05515450116555315,0.1322712393989666,0.9999999999999998,0.11190823154041601,0.2129266569508255
NumBank2NatlTradesWHighUtilization,-0.4658868427090436,-0.0064792611155431125,-0.08708524312952745,-0.052122897980097144,0.2311800163055371,-0.021027218232553862,-0.03385343583446433,-0.005604465616818035,-0.05318806700003749,-0.05740082360209166,-0.02412065518629927,0.1940055164825983,0.0896728560489632,-0.08023571571185123,-0.08163972655627676,0.09660631024331547,0.09542701735127912,0.6053537189944084,0.026502466035869712,0.6277308458835482,0.11190823154041601,1.0,0.31258089639408093
PercentTradesWBalance,-0.45532607253408486,-0.21782543141930602,-0.006613493284454083,-0.20889887922564845,-0.22923297622415784,0.11262452464879912,0.09658471015406751,-0.18177367118456458,-0.058133134736880275,-0.11534108187080182,-0.1217280631063957,-0.1770139444214654,0.0010300999006116732,0.41512255581205065,-0.0912115667074784,0.045687558639245174,0.04505629012889511,0.606549054209616,0.06586629556939855,0.2780980623211418,0.2129266569508255,0.31258089639408093,0.9999999999999983
